DeveloperName,RERA_Number,ProjectName,ConstructionStatus,PropertyType,Location,PossessionDate,IsGatedCommunity,TotalUnits,AreaSizeAcres,Configurations,MinSizeSqft,MaxSizeSqft,PricePerSqft,PricePerSqftOTP,Longitude/Latitude,ProjectDocumentsLink,Source,BuilderContactInfo,ListingType,LoanApprovedBanks,NearbyLocations,RemarksComments,Amenities,FAQ,Commission,CPOnboardStatus,CPOnboardStatusComments,POCNumber,AvailabilityWithSS,No.of parkings for respective configurations,Open Space (x%),Grand Entrance lobby for each block (Yes/No),"Faces (East, West, North)",Smart home features (Yes/No),Gas connection type (Central/Individual),Construction material (Concrete/Brick type),Ground Vehicle Movement (Yes/No/Partial)
DSR SSC Builders And Developers,P02500000356,DSR SSC GVK Skycity,RTM,Apartment,"1239, 6-3, 1/B, Raj Bhavan Rd, Somajiguda, North Hyderabad","Jan, 2025",TRUE,98,3.2,4BHK,4222,5555,17100,,"17.420940, 78.462120",https://drive.google.com/file/d/1MbtHbJTzTnP39I-VXulzXUxLsi7lBOG-/view?usp=drive_link,Housing.com,not found,,,,,"• Amenities:-                        
• Landscaping & Tree Planting
• Water Conservation, Rain water Harvesting
• Mini Theatre
• Fire Fighting System
• Gymnasium
• Community Buildings
• Closed Car Parking
• 24X7 Water Supply
• Street Lighting
• Indoor Games
• Sewage Treatment","• Is DSR GVK Skycity RERA registered?
• Yes, with RERA ID  P02500000356
• What are the available apartment?
• 2BHK
• What is the total project area?
•  3.2 acres",,,,,,,,,,,,,
Vasavi Group,P02500000103,Vasavi Solitaire Heights,RTM,Apartment,"Ameerpet, Hyderabad",3/1/2022,TRUE,285,3,"2BHK, 3BHK",1212,2315,9500,,"17.432689292691226, 78.44409610068057",https://drive.google.com/file/d/1roaB7KfpQjHTyF3tpGEtzdFZRpnyMcI5/view?usp=drive_link,Housing,not found,,,,,"• Amenities:-                        
• Amphitheater
• Yoga / Meditation Area
• Barbecue Area
• Swimming Pool
• Vastu Compliant
• Lift(s)
• Landscaping & Tree Planting
• Badminton Court
• Sun Deck
• Car Parking
• Jogging Track","• Is Vasavi Solitaire Heights RERA registered?
• Yes, with RERA ID P02500000103
• What is the total project area?
•  3 acres",,,,,,,,,,,,,
SMR Holdings,P02400000052,SMR SMS Vinay Casa Carino,RTM,Villa,"TSPA Junction, Bandlaguda, Rajendra Nagar, West Hyderabad, Hyderabad",Jan 2024,TRUE,143,22,"4BHK, 4+BHK",3317,5536,18000,,"17.350076, 78.388044",https://drive.google.com/file/d/1Lfbts9E5TXrBqx3zZaJOASm1u5eFuoi9/view?usp=drive_link,Housing.com,not found,,,,,"• Amenities:-                        
• Squash Court
• Multipurpose Room
• Tennis Court
• Swimming Pool
• Indoor Games
• Banquet Hall
• Library
• Gymnasium","• Is SMR SMS Vinay Casa Carino RERA registered?
• Yes, with RERA IDP02400000052
• What is the total project area?
•  22 acres",,,,,,,,,,,,,
Sunshine Infra Pvt Ltd,P02400000518,Sunshine S Ecopolis,RTM,Apartment,"Kokapet, Hyderabad",Dec 2024,TRUE,90,1,"2BHK, 3BHK",1110,1654,6000,,"17.39479609637809, 78.32778544047545",https://drive.google.com/file/d/1XDw_7Tp409-0YS4gXr3yDjNRFaSyGF0q/view?usp=drive_link,"Square Yards , Housing",not found,,,,broucher,"• Amenities:-                        
• Waiting Lounge
• Solar Lighting
• Swimming Pool
• Vastu Compliant
• Letter Box
• Water Conservation, Rain water Harvesting
• Gymnasium
• Community Buildings
• Closed Car Parking
• 24X7 Water Supply
• Multipurpose Room","• Is Sunshine S Ecopolis RERA registered?
• Yes, with RERA P02400000518
• What are the available apartment?
• 2BHK
• 3 BHK
• What is the total project area?
•  1 acres",,,,,,,,,,,,,
Indis,P02200000165,VB City,RTM,Apartment,"Kompally, Hyderabad",12/1/2024,TRUE,1040,12,2BHK,842,,8100,,"17.539215, 78.513203",https://drive.google.com/file/d/1ktcQnyNQDwAtGl4M3F8PlAE6s9uKDKwB/view?usp=drive_link,Housing,not found,,,,,"• Amenities:-                        
• Cricket Pitch
• Gazebo
• Skating Rink
• Fire Sprinklers
• Table Tennis
• Kid's Pool
• Car Parking
• 24X7 Water Supply
• Multipurpose Room
• Senior Citizen Siteout
• Street Lighting","• Is Indis VB City RERA registered?
• Yes, with RERA IDP02200000165
• What are the available apartment?
• 2BHK
• What is the total project area?
•  12 acres",,,,,,,,,,,,,
Patel Realty,P02400000279,Patel Smondo,RTM,Apartment,"Gachibowli, Hyderabad, Telangana, India",10/1/2023,TRUE,675,4.49,"2BHK , 3BHK",990,1435,11600,,"17.448871, 78.367001",https://drive.google.com/file/d/1iPmfggtqTaJpNHttmFvz1XNULYBLI1U9/view?usp=drive_link,"Square Yards , Housing",,,,,Patel Smondo offers modern living spaces with amenities in a prime location in Gachibowli.,The project offers covered parking and 75% open space.,,,,,,,,,,,,,,
Keerthi Estates Richmond Villas,P02400000701,Keerthi Richmond Villas,RTM,Villa,"Sun City Area, Bandlaguda, Appa Junction, Opp More Supermarket, Padmasri Estates, Sun City, Bandlaguda Jagir, Hyderabad, Telangana, India. ",,TRUE,191,24,4BHK,3400,5400,14000,,"17.361512, 78.407335",https://drive.google.com/file/d/1vPw9cDt8l_62C0U7uG_5JaPxYm4qO7eT/view?usp=drive_link,"Housing , Square Yards",9966603939,,,,"Keerthi Richmond Villas offers luxurious living spaces with modern amenities in a serene environment, providing a tranquil lifestyle away from the city’s hustle-bustle.","Each villa is artistically crafted and appointed with luxurious amenities, including vitrified tiles, acrylic emulsion finishes, and RCC frame structures. ","• Is Keerthi Richmond Villas RERA registered? Yes, with RERA ID P02400000701. ￼
• What are the available villa sizes? Sizes range from 3,400 sq.ft. to 5,400 sq.ft. 
• What is the total area of the project? The project spans 13 acres. ",,,,,,,,,,,,,
Pacifica Companies Hillcrest,P02500000189,Pacifica Hillcrest,RTM,Apartment,"Financial District, Gachibowli, Hyderabad, Telangana, India.",12/1/2025,TRUE,684,6,"2BHK , 3BHK , 4BHK",797,1699,11398,,"17.407309, 78.338175",https://drive.google.com/file/d/1-syx7Y67zaDStl8GPImeVd4XdXVBQRbV/view?usp=drive_link,"Housing , Square Yards",,,,,Pacifica Hillcrest offers modern living spaces with a range of amenities in a prime location in Gachibowli.,"The project features 5 residential towers, each with 19 floors, offering amenities such as a cricket pitch for net practice, multipurpose courts, jogging track, kids play area, amphitheater, garden/park area, library, and gymnasium. ","• Is Pacifica Hillcrest RERA registered? Yes, Phase 1 is registered with RERA ID P02500000189. 
• What are the available apartment sizes? Sizes range from 787 sq.ft. to 2,644 sq.ft. 
• What is the total area of the project? The project spans 12 acres.",,,,,,,,,,,,,
My Home Constructions Pvt. Ltd.,P01100006233,My Home Avali,UC,Apartment,"Gopanpally, Tellapur, Hyderabad, Telangana, India.",April 2028.,TRUE,745,8.37,"2BHK , 3BHK , 4BHK",1324,3612,8100,,"17.461956, 78.293030",https://drive.google.com/file/d/1_KuxcF02L6GjFSTX6C5w0WEVsbdK9dxX/view?usp=drive_link,"Housing , Square Yards",9666444544,,,,"My Home Avali offers luxury living with modern amenities in a prime location in Gopanpally, Hyderabad.","• Ceiling Finishes: Smoothly finished with putty and acrylic emulsion paint in drawing, dining, living, bedrooms, kitchen, and balcony; grid ceiling in bathrooms to cover service lines.","• What is the RERA registration number of My Home Avali? The project is registered with RERA ID P01100006233.
• What are the available configurations? The project offers 3 BHK and 4 BHK apartments.
• What is the total land area of the project? The project spans 8.37 acres.",,,,,,,,,,,,,
Radhey Constructions Pvt Ltd,P01100006237,Radhey Skye,UC,Apartment,"Velimela, Hyderabad, Telangana, India.",,TRUE,1419,10,"2BHK , 3BHK",1325,2595,6499,,"17.487381, 78.244618",https://drive.google.com/file/d/1WnMr6TQLhghp9S-nu4zUmebO2FHfNAZi/view?usp=drive_link,"Housing , Square Yards",9513080808,,,,,"• Number of Towers: 7.
• Number of Floors: 23.
• Open Space Area: 75%.",,,,,,,,,,,,,,
Springfield Developers,P01300003908,Springfield Gajwel Crown,UC,Apartment,"Pregnapur, Gajwel, Siddipet District, Medak, Telangana, India. ","July 17, 2027.",TRUE,50,0.43,"1BHK , 2BHK , 3BHK",600,1515,4000,,"17.836144, 78.709579",,"Housing , Square Yards",,,,,Springfield Gajwel Crown offers a range of apartment configurations with modern amenities in a gated community setting.,"• Master Bedroom Walls: Oil Bound Distemper.
• Master Bedroom Flooring: Vitrified Tiles.
• Other Bedrooms Flooring: Vitrified Tiles.
• Walls: Oil Bound Distemper.
• Living Area Flooring: Vitrified Tiles.
• Structure: RCC Frame Structure.","• Is Springfield Gajwel Crown RERA registered? Yes, with RERA ID P01300003908.
• What is the area of a 2 BHK in Springfield Gajwel Crown? The area of 2 BHK units is 1,060 sq.ft.
• What is the total size of Springfield Gajwel Crown? The project is spread over 0.43 acres.",,,,,,,,,,,,,
Giridhari constructions Builders,P01100003095,Giridhari Signature 1,UC,Plot,"Zaheerabad, Hyderabad, Telangana, India.",August 2023. ,TRUE,80,7.15,Plot,1375,5337,1700,,"17.691126, 77.603714",https://drive.google.com/file/d/1L4vcJfJCT8y59zPczcXvjkNgW6nRn0aO/view?usp=drive_link,"Housing , Square Yards",8000666668,,,,Giridhari Signature 1 offers a range of residential plots with modern amenities in a gated community setting.,"• VAASTU COMPLIANCE
• ALL ROUND COMPOUND WALL
• 24/7 SECURITY
• CHILDREN PLAY AREA
• AVENUE PLANTATION
• UNDERGROUND DRAINAGE
• STREET LIGHTING
• 40 FEET WIDE BT ROADS
• OUTDOOR GAMES","• Is Giridhari Signature 1 RERA registered? Yes, with RERA ID P01100003095.
• What is the area of the plots in Giridhari Signature 1? The plots range from 1,373 sq.ft. to 5,337 sq.ft.",,,,,,,,,,,,,
Giridhari Constructions,P02100004970,Giridhari Fortune Town,UC,Plot,"Shankarpally-Mominpet, Vikarabad, Telangana, India.",January 2024. ,TRUE,134,10.5,Plot,1314,3353,1833,,"17.517517, 77.891792",https://drive.google.com/file/d/1v5uzDFkUkYi6uBj1RQfUsHWIJAfEXePc/view?usp=drive_link,"Website , Square Yards",9696486666,,,,Giridhari Fortune Town offers villa plots in a gated community with modern amenities and infrastructure.,"• DTCP Approved Layout
• 100% Vaastu Compliance
• All-round Compound Wall
• Majestic Entrance Gate
• 33’ & 60’ Wide CC Roads
• Footpath with Kerb Stones
• Overhead Cabling
• Street Lighting
• Avenue Plantations & Play Areas
• 24-hr Water Supply to Each Plot
• Underground Drainage
• 24-hr Security
• Controlled Entry & Exit
• Rainwater Harvesting","• Is Giridhari Fortune Town RERA registered? 

•Yes, with RERA ID P02100004970.

• What is the plot size in Giridhari Fortune Town?

•Plots start from 147 sq. yds.",,,,+91 8000 666 668,,,,,,,,,
ACE Estates,P02400006184,ACE Arendale,UC,Plot,"Beside PMR Medical College, Main Road, Chevella, Hyderabad, Telangana, India. ","February 12, 2026. ",TRUE,81,8.32,Plot,2403,4437,3500,,"17.306439, 78.145217",https://drive.google.com/file/d/1rTNuZxNWSKIZSOrI5wbqEqyKGvKqQ2K6/view?usp=drive_link,Square Yards,,,,,ACE Arendale offers residential plots in a gated community with modern amenities and infrastructure.,"• 40’ and 30’ wide CC roads with kerb stones and saucer drains
• Landscaped gardens
• Children’s play area
• Rainwater harvesting
• Street lighting
• Sewage treatment plant","• Is ACE Arendale RERA registered? Yes, with RERA ID P02400006184.
• What is the total size of ACE Arendale? The project spans 8.32 acres.
• What are the available plot sizes in ACE Arendale? Plots are available in sizes ranging from 2,403 sq. ft. to 4,437 sq. ft.",,,,,,,,,,,,,
satyanarayana goud boorugu,P02900006037,Garrepalli Layout,RTM,Plot,"Garrepalli, Karimnagar, Telangana, India",,TRUE,82,6.26,,1647,2421,,,"18.230663, 79.297390",,Square Yards,,,,,,Not mentioned ,Not available ,,,,,,,,,,,,,
Sarikonda Shiva Lingala Township,P01600005534,Shiva Lingala Township,RTM,Plot,"Lingal, Hyderabad, Telangana, India",,TRUE,79,5.49,Plot,1323,4013,,,"16.283610, 78.515530",,,,,,,Shiva Lingala Township offers residential plots in a well-planned township with essential amenities.,"• Landscaping & Tree Planting
• Storm Water Drains
• Sewage Treatment Plant
• 24x7 Water Supply
• Street Lighting","• How many units are there in Shiva Lingala Township?
• There are 79 units available in the project.",,,,,,,,,,,,,
Gunda Krishna Murthy,P01100005806,Spring Fields Bhavani Enclave,New,Plot,"Ismailkhanpet, Sangareddy, Hyderabad, Telangana, India",September 2025.,TRUE,80,5.31,Plot,1125,1980,1222,,"17.626697, 78.155459",,Square Yards,8008040999,,,,"Spring Fields Bhavani Enclave offers residential plots in a well-planned township with essential amenities, ensuring a coveted lifestyle and convenient living.","• Landscaping & Tree Planting
• Solid Waste Management and Disposal
• Storm Water Drains
• Sewage Treatment Plant
• 24x7 Water Supply
• Gated Community
• Internal Roads & Footpaths
• 24x7 CCTV Surveillance
• Electrification (Transformer, Solar Energy, etc.)
• Closed Car Parking",,,,,,,,,,,,,,
Gajji Veerababu And Others,"P00800006013,P00800006160 ",Gajji Sai Manasa Enclave,New,Plot,"Gurralapadu, Khammam, Telangana, India",10/10/2025,TRUE,130,9.71,4 BHK,1514,3961,,,"17.232306, 80.102731",,Square Yards,,,,,"Gajji Sai Manasa Enclave is a premier residential property located in Gurralapadu, offering a unique blend of comfort, luxury, and convenience. Strategically situated, this project provides easy access to important connecting roads, making it an ideal place to call home.",,"Q: What are the amenities offered at Gajji Sai Manasa Enclave?
Gajji Sai Manasa Enclave offers a range of amenities including kids play areas, 24 x 7 security, a large green area, and 24*7 water supply.",,,,,,,,,,,,,
Swathi Constructions,P02200005631,Swathi Bharathi Heights,UC,Apartment,"Ghatkesar, Hyderabad, Telangana, India",August 2028,TRUE,70,0.98,"2BHK, 3BHK",1173,1679,,,"17.452455, 78.682829",,Square Yards,,,,,"Swathi Bharathi Heights is a residential project offering 2 BHK and 3 BHK apartments with essential amenities like power backup and fire safety measures. The project is currently under construction, with possession expected by August 2028.","• Power Backup
• Fire Sprinklers
• Community Buildings
• 24X7 Water Supply
• Street Lighting
• Recreation Facilities
• Fire Sprinklers
• Storm Water Drains
• Open Parking
• Landscaping & Tree Planting
• Water Conservation, Rain water Harvesting
• Power Backup
• Sewage Treatment
","Q:Is it a residential development alone?
A:Yes, this is purely a residential project",,,,,,,,,,,,,
Lakshmi Srinivasa Construction,P02200005552,Lakshmi Srinivasa Bhavans Glakshmaihs Hub,UC,Apartment,"Bachupally, Hyderabad, Telangana, India",June 2028,TRUE,83,0.94,"1BHK, 2BHK, 3BHK",410,2020,5500,,"17.539005, 78.363031",,Square Yards,,,,,"Lakshmi Srinivasa Bhavans Glakshmaihs Hub is strategically located in Bachupally, connecting Gachibowli Miyapur Road, offering luxurious living with eco-friendly surroundings and amenities.","• Eco-friendly surroundings
• Reliable power backup
• 24/7 security","Q: Is the project RERA registered?
The project Lakshmi Bhavans Glakshmaihs Hub has RERA registration number P02200005552.",,,,,,,,,,,,,
Atulyam Homes,P01100006067,Atulyam Trident,UC,Apartment,"Kollur, Hyderabad, Telangana, India",November 2027,TRUE,184,3.14,3BHK,1490,2540,,6000,"17.453022, 78.263859",https://drive.google.com/file/d/1G778Ae59cYXrA6CjS2AxKlhNlxLleKTo/view?usp=drive_link,"Square Yards , Housing",,,,,"Atulyam Trident is strategically located near the Old Mumbai Highway and Nehru Outer Ring Road, offering luxurious living with eco-friendly surroundings and amenities.","• Eco-friendly surroundings
• Reliable power backup
• 24/7 security","Q: Is the project RERA-registered?
Yes, the project is RERA-registered with RERA no. P01100006067.",,,,,,,,,,,,,
Silpa Infratech Limited,P01100005789,Silpa Greenfields,RTM,Plot,"Jogipet, Hyderabad, Telangana, India",May 2025,TRUE,309,25,Residential Plots,875,3545,1330,,"17.838360, 78.058779",,Square Yards,7026626646,,,"Watpally auto Stund ,king bucket restaurant , Chaubey farms ,just BLR",,"• Luxurious clubhouse and restaurant
• State-of-the-art gymnasium
• 24x7 security
• Large green area",,,TRUE,ask to visit company to registred as channel partner,8882004488,,,,,,,,,
Sri Achyuta Rainbow Infra,P02200005438,Sri Achyuta Art Living Homes,UC,Apartment,"Nagaram, Hyderabad, Telangana, India",September 2026,FALSE,143,0.98,"2BHK, 3BHK",1250,1600,5000,,"17.492539, 78.612497",,Square Yards,,,,"S.R Arabian mandi , konda's farm stay , RRR restaurant and bar",,"• Gymnasium
• Swimming Pool
• Children’s Play Area
• Internet/Wi-Fi provisions
• Closed Car Parking
• Power Backup
• Treated Water Supply
• Lift(s)
• 24x7 Security
• CCTV Surveillance
• Fire Fighting Systems
• Intercom Facility
• Clubhouse
• Indoor Games
• Landscaping & Tree Planting
• Water Conservation, Rainwater Harvesting","Q:Is it a residential development alone?
A:Yes, this is purely a residential project",,,builder website is not available,,,,,,,,,,
Subishi engineers,P02200003514,Subishi Forest Edge Luxury Homes,UC,Villa,"Pudur, near Kompally, Hyderabad, Telangana, India",September 2025,FALSE,215,43,4BHK,3425,4620,,,"17.611644, 78.511377",https://drive.google.com/file/d/118j0o74StZpETotlLpH_9DgZ8TVplrgp/view?usp=drive_link,Website,8958885000,,,"Pariwaar family restaurant , Hotel shubham prestige, saritha bar and restaurant",,"gymnasium, swimming pool, children’s play area, badminton court, tennis court, amphitheater, reflexology park, open gym, landscaping, tree planting, water conservation, rainwater harvesting, table tennis, kids’ pool, and more.",,,FALSE,refuse to collabrate,89 5888 5000,,,,,,,,,
Sai Sandeep infra,P01100005836,LR Green Shields,RTM,Villa,"Kandi, IIT Mumbai Highway, North Hyderabad",4/1/2021,FALSE,217,2.13,Residential Plots,200,400,,,"17.532519, 78.121187",https://drive.google.com/file/d/15K9U5d8W9NbwcvlEVRYairzeRfiZ-RxS/view?usp=sharing,"Housing , Square Yards",,,,"Indian oven highway restaurant , Hotel Pankaj palace , lucky bar",,"• HMDA Approved Layout
• RERA Certified
• Well-Developed Infrastructure
• Highway Facing","Q: Is the project RERA registered?
A: Yes",,,builder website isn't available,,,,,,,,,,
Sattva group,"P02400006230,P02400006231",Sattva Lake Ridge,UC,Apartment,"Kokapet, Neopolis SEZ, Hyderabad, Telangana, India",January 2028,FALSE,897,9.5,"3BHK, 4+BHK, 4BHK",2152,5472,11800,1040000,"17.404085, 78.311585",https://drive.google.com/file/d/1uWtHWD45Ecc_OMnK1ztO6ZFsEIQApfm9/view?usp=drive_link,Website,,,,"AS food court , Hotel the prime, SWING LOUNGE financial district",,"• Six towers with G+37 floors
• High ceilings with floor-to-ceiling windows
• Double-glazed glass for energy efficiency
• Private elevators in select towers
• IGBC Pre-certified Gold Rated Project",,,TRUE,company visit,9620215225,,,,,,,,,
Giridhari constructions,P01400000527,Giridhari Vedanta,RTM,Plot,"Balanagar, Hyderabad, Telangana, India",,FALSE,210,26,Residential Plots,1440,4500,,,"16.958782, 78.186444",https://drive.google.com/file/d/1qTrRouaaoUtGVbjBhXp2u0vpDF8JNcjH/view?usp=drive_link,Square Yards,,,,"Pavan's local food court , royal residency luxury lodge , N.anand","residential plot:183.33sqyd price: 25000,commercial plot: 440sqyd price:75000 ,comission 1% villa appartment 400 sqyd for villa plot this plot are open currently.","• GHMC Approved Layout
• Ready-to-Build Plots
• Vastu/Feng Shui compliant",,1.00%,TRUE,company visit,8000666668,TRUE,,,,,,,,
